Term	Ont	N	DE	P.DE	FDR	ratio
GO:0070781	response to biotin	BP	1	0	1	1	0
GO:1905290	negative regulation of CAMKK-AMPK signaling cascade	BP	1	0	1	1	0
GO:0010124	phenylacetate catabolic process	BP	2	0	1	1	0
GO:0036109	alpha-linolenic acid metabolic process	BP	2	0	1	1	0
GO:0021757	caudate nucleus development	BP	1	0	1	1	0
GO:0021758	putamen development	BP	1	0	1	1	0
GO:0098582	innate vocalization behavior	BP	2	0	1	1	0
GO:1904400	response to Thyroid stimulating hormone	BP	2	0	1	1	0
GO:1904401	cellular response to Thyroid stimulating hormone	BP	2	0	1	1	0
GO:0000707	meiotic DNA recombinase assembly	BP	2	0	1	1	0
GO:0043133	hindgut contraction	BP	1	0	1	1	0
GO:0043134	regulation of hindgut contraction	BP	1	0	1	1	0
GO:0060450	positive regulation of hindgut contraction	BP	1	0	1	1	0
GO:0036153	triglyceride acyl-chain remodeling	BP	1	0	1	1	0
GO:0036155	acylglycerol acyl-chain remodeling	BP	1	0	1	1	0
GO:0036261	7-methylguanosine cap hypermethylation	BP	1	0	1	1	0
GO:0032618	interleukin-15 production	BP	1	0	1	1	0
GO:0032658	regulation of interleukin-15 production	BP	1	0	1	1	0
GO:0032738	positive regulation of interleukin-15 production	BP	1	0	1	1	0
GO:0035664	TIRAP-dependent toll-like receptor signaling pathway	BP	1	0	1	1	0
GO:0035665	TIRAP-dependent toll-like receptor 4 signaling pathway	BP	1	0	1	1	0
GO:1903775	regulation of DNA double-strand break processing	BP	1	0	1	1	0
GO:0002853	negative regulation of T cell mediated cytotoxicity directed against tumor cell target	BP	1	0	1	1	0
GO:0001695	histamine catabolic process	BP	1	0	1	1	0
GO:0034343	type III interferon production	BP	2	0	1	1	0
GO:0034344	regulation of type III interferon production	BP	2	0	1	1	0
GO:0034346	positive regulation of type III interferon production	BP	1	0	1	1	0
GO:0010879	cholesterol transport involved in cholesterol storage	BP	1	0	1	1	0
GO:1900135	positive regulation of renin secretion into blood stream	BP	1	0	1	1	0
GO:1902083	negative regulation of peptidyl-cysteine S-nitrosylation	BP	3	0	1	1	0
GO:2000169	regulation of peptidyl-cysteine S-nitrosylation	BP	3	0	1	1	0
GO:0060299	negative regulation of sarcomere organization	BP	1	0	1	1	0
GO:0160177	positive regulation of autophagosome-lysosome fusion	BP	2	0	1	1	0
GO:0140569	extraction of mislocalized protein from ER membrane	BP	1	0	1	1	0
GO:0106047	polyamine deacetylation	BP	1	0	1	1	0
GO:0106048	spermidine deacetylation	BP	1	0	1	1	0
GO:0032788	saturated monocarboxylic acid metabolic process	BP	1	0	1	1	0
GO:0032789	unsaturated monocarboxylic acid metabolic process	BP	1	0	1	1	0
GO:0015724	formate transport	BP	1	0	1	1	0
GO:0015797	mannitol transmembrane transport	BP	1	0	1	1	0
GO:0046724	oxalic acid secretion	BP	1	0	1	1	0
GO:0019417	sulfur oxidation	BP	3	0	1	1	0
GO:0042426	choline catabolic process	BP	1	0	1	1	0
GO:1901053	sarcosine catabolic process	BP	1	0	1	1	0
GO:0010841	positive regulation of circadian sleep/wake cycle, wakefulness	BP	1	0	1	1	0
GO:0048789	cytoskeletal matrix organization at active zone	BP	1	0	1	1	0
GO:0097115	neurexin clustering involved in presynaptic membrane assembly	BP	1	0	1	1	0
GO:1905518	regulation of presynaptic active zone assembly	BP	1	0	1	1	0
GO:1905520	positive regulation of presynaptic active zone assembly	BP	1	0	1	1	0
GO:1904570	negative regulation of selenocysteine incorporation	BP	2	0	1	1	0
GO:1905000	regulation of membrane repolarization during atrial cardiac muscle cell action potential	BP	1	0	1	1	0
GO:1903709	uterine gland development	BP	1	0	1	1	0
GO:0090212	negative regulation of establishment of blood-brain barrier	BP	1	0	1	1	0
GO:1901594	response to capsazepine	BP	1	0	1	1	0
GO:1903904	negative regulation of establishment of T cell polarity	BP	1	0	1	1	0
GO:1905872	negative regulation of protein localization to cell leading edge	BP	1	0	1	1	0
GO:0045905	positive regulation of translational termination	BP	1	0	1	1	0
GO:1901148	gene expression involved in extracellular matrix organization	BP	2	0	1	1	0
GO:0060708	spongiotrophoblast differentiation	BP	1	0	1	1	0
GO:0160054	microfibril assembly	BP	1	0	1	1	0
GO:0018009	N-terminal peptidyl-L-cysteine N-palmitoylation	BP	2	0	1	1	0
GO:1903394	protein localization to kinetochore involved in kinetochore assembly	BP	1	0	1	1	0
GO:1904983	glycine import into mitochondrion	BP	1	0	1	1	0
GO:0097010	eukaryotic translation initiation factor 4F complex assembly	BP	1	0	1	1	0
GO:1905535	regulation of eukaryotic translation initiation factor 4F complex assembly	BP	1	0	1	1	0
GO:1905537	positive regulation of eukaryotic translation initiation factor 4F complex assembly	BP	1	0	1	1	0
GO:0015706	nitrate transmembrane transport	BP	2	0	1	1	0
GO:0035429	gluconate transmembrane transport	BP	1	0	1	1	0
GO:0042873	aldonate transmembrane transport	BP	1	0	1	1	0
GO:1902025	nitrate import	BP	2	0	1	1	0
GO:1900247	regulation of cytoplasmic translational elongation	BP	4	0	1	1	0
GO:1900248	negative regulation of cytoplasmic translational elongation	BP	2	0	1	1	0
GO:0042313	protein kinase C deactivation	BP	1	0	1	1	0
GO:0007624	ultradian rhythm	BP	2	0	1	1	0
GO:1905793	protein localization to pericentriolar material	BP	1	0	1	1	0
GO:0006313	DNA transposition	BP	1	0	1	1	0
GO:0098038	non-replicative DNA transposition	BP	1	0	1	1	0
GO:0043633	polyadenylation-dependent RNA catabolic process	BP	2	0	1	1	0
GO:0043634	polyadenylation-dependent ncRNA catabolic process	BP	2	0	1	1	0
GO:0002932	tendon sheath development	BP	1	0	1	1	0
GO:0036077	intratendonous ossification	BP	1	0	1	1	0
GO:2001246	negative regulation of phosphatidylcholine biosynthetic process	BP	1	0	1	1	0
GO:0001717	conversion of seryl-tRNAsec to selenocys-tRNAsec	BP	1	0	1	1	0
GO:1990983	regulation of translational initiation by tRNA modification	BP	1	0	1	1	0
GO:0150021	apical dendrite morphogenesis	BP	1	0	1	1	0
GO:0150022	apical dendrite development	BP	1	0	1	1	0
GO:0150023	apical dendrite arborization	BP	1	0	1	1	0
GO:1905381	negative regulation of snRNA transcription by RNA polymerase II	BP	1	0	1	1	0
GO:0010967	regulation of polyamine biosynthetic process	BP	1	0	1	1	0
GO:0046203	spermidine catabolic process	BP	2	0	1	1	0
GO:1901304	regulation of spermidine biosynthetic process	BP	1	0	1	1	0
GO:1901307	positive regulation of spermidine biosynthetic process	BP	1	0	1	1	0
GO:0006431	methionyl-tRNA aminoacylation	BP	2	0	1	1	0
GO:0098583	learned vocalization behavior	BP	1	0	1	1	0
GO:1905747	negative regulation of saliva secretion	BP	1	0	1	1	0
GO:1905748	hard palate morphogenesis	BP	1	0	1	1	0
GO:0001808	negative regulation of type IV hypersensitivity	BP	1	0	1	1	0
GO:0002884	negative regulation of hypersensitivity	BP	1	0	1	1	0
GO:0006311	meiotic gene conversion	BP	1	0	1	1	0
GO:0035822	gene conversion	BP	1	0	1	1	0
GO:0009184	purine deoxyribonucleoside diphosphate catabolic process	BP	1	0	1	1	0
GO:0009192	deoxyribonucleoside diphosphate catabolic process	BP	1	0	1	1	0
GO:0046056	dADP metabolic process	BP	1	0	1	1	0
GO:0046057	dADP catabolic process	BP	1	0	1	1	0
GO:0046067	dGDP catabolic process	BP	1	0	1	1	0
GO:0046712	GDP catabolic process	BP	1	0	1	1	0
GO:0002552	serotonin secretion by mast cell	BP	1	0	1	1	0
GO:0099123	somato-dendritic dopamine secretion	BP	1	0	1	1	0
GO:0141167	chromosomal 5-methylcytosine DNA demethylation, oxidation pathway	BP	1	0	1	1	0
GO:0001560	regulation of cell growth by extracellular stimulus	BP	3	0	1	1	0
GO:1900239	regulation of phenotypic switching	BP	1	0	1	1	0
GO:0009450	gamma-aminobutyric acid catabolic process	BP	2	0	1	1	0
GO:0090386	phagosome maturation involved in apoptotic cell clearance	BP	1	0	1	1	0
GO:0090387	phagolysosome assembly involved in apoptotic cell clearance	BP	1	0	1	1	0
GO:0090389	phagosome-lysosome fusion involved in apoptotic cell clearance	BP	1	0	1	1	0
GO:1904118	regulation of otic vesicle morphogenesis	BP	1	0	1	1	0
GO:1904120	positive regulation of otic vesicle morphogenesis	BP	1	0	1	1	0
GO:0009443	pyridoxal 5'-phosphate salvage	BP	1	0	1	1	0
GO:0009097	isoleucine biosynthetic process	BP	1	0	1	1	0
GO:0009099	L-valine biosynthetic process	BP	1	0	1	1	0
GO:0071348	cellular response to interleukin-11	BP	1	0	1	1	0
GO:1905451	positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis	BP	1	0	1	1	0
GO:0006846	acetate transport	BP	1	0	1	1	0
GO:0015730	propanoate transmembrane transport	BP	1	0	1	1	0
GO:0015913	short-chain fatty acid transmembrane transport	BP	1	0	1	1	0
GO:2001142	nicotinate transport	BP	1	0	1	1	0
GO:0051631	regulation of acetylcholine uptake	BP	1	0	1	1	0
GO:0097711	ciliary basal body-plasma membrane docking	BP	1	0	1	1	0
GO:0019255	glucose 1-phosphate metabolic process	BP	1	0	1	1	0
GO:0016476	regulation of embryonic cell shape	BP	2	0	1	1	0
GO:0032203	telomere formation via telomerase	BP	1	0	1	1	0
GO:0007630	jump response	BP	1	0	1	1	0
GO:1904032	regulation of t-SNARE clustering	BP	1	0	1	1	0
GO:1904034	positive regulation of t-SNARE clustering	BP	1	0	1	1	0
GO:1990656	t-SNARE clustering	BP	1	0	1	1	0
GO:2000475	negative regulation of opioid receptor signaling pathway	BP	1	0	1	1	0
GO:0048073	regulation of eye pigmentation	BP	1	0	1	1	0
GO:0032013	negative regulation of ARF protein signal transduction	BP	1	0	1	1	0
GO:0044379	protein localization to actin cortical patch	BP	1	0	1	1	0
GO:1904370	regulation of protein localization to actin cortical patch	BP	1	0	1	1	0
GO:1904372	positive regulation of protein localization to actin cortical patch	BP	1	0	1	1	0
GO:0072720	response to dithiothreitol	BP	1	0	1	1	0
GO:0120329	protein localization to centriolar satellite	BP	1	0	1	1	0
GO:1903084	protein localization to condensed nuclear chromosome	BP	1	0	1	1	0
GO:1990550	mitochondrial alpha-ketoglutarate transmembrane transport	BP	1	0	1	1	0
GO:1905810	regulation of excitatory synapse pruning	BP	1	0	1	1	0
GO:0060755	negative regulation of mast cell chemotaxis	BP	1	0	1	1	0
GO:0035562	negative regulation of chromatin binding	BP	1	0	1	1	0
GO:0030954	astral microtubule nucleation	BP	1	0	1	1	0
GO:1905324	telomere-telomerase complex assembly	BP	1	0	1	1	0
GO:0141194	siRNA-mediated heterochromatin formation	BP	1	0	1	1	0
GO:2000567	regulation of memory T cell activation	BP	1	0	1	1	0
GO:2000568	positive regulation of memory T cell activation	BP	1	0	1	1	0
GO:0170064	lysosome fission	BP	1	0	1	1	0
GO:0031022	nuclear migration along microfilament	BP	2	0	1	1	0
GO:0018117	protein adenylylation	BP	2	0	1	1	0
GO:0018175	protein nucleotidylation	BP	2	0	1	1	0
GO:0140754	reorganization of cellular membranes to establish viral sites of replication	BP	1	0	1	1	0
GO:0141171	symbiont-mediated perturbation of host membrane	BP	1	0	1	1	0
GO:0141112	broken chromosome clustering	BP	2	0	1	1	0
GO:0140208	apoptotic process in response to mitochondrial fragmentation	BP	1	0	1	1	0
GO:0007439	ectodermal digestive tract development	BP	1	0	1	1	0
GO:0048611	embryonic ectodermal digestive tract development	BP	1	0	1	1	0
GO:0061857	endoplasmic reticulum stress-induced pre-emptive quality control	BP	2	0	1	1	0
GO:0070143	mitochondrial alanyl-tRNA aminoacylation	BP	1	0	1	1	0
GO:0002184	cytoplasmic translational termination	BP	1	0	1	1	0
GO:0060682	primary ureteric bud growth	BP	1	0	1	1	0
GO:0007509	mesoderm migration involved in gastrulation	BP	1	0	1	1	0
GO:0005990	lactose catabolic process	BP	1	0	1	1	0
GO:0046275	flavonoid catabolic process	BP	1	0	1	1	0
GO:1901733	quercetin catabolic process	BP	1	0	1	1	0
GO:2000891	cellobiose metabolic process	BP	1	0	1	1	0
GO:2000892	cellobiose catabolic process	BP	1	0	1	1	0
GO:0006422	aspartyl-tRNA aminoacylation	BP	2	0	1	1	0
GO:0031144	proteasome localization	BP	2	0	1	1	0
GO:2000257	regulation of protein activation cascade	BP	1	0	1	1	0
GO:0070145	mitochondrial asparaginyl-tRNA aminoacylation	BP	1	0	1	1	0
GO:1903893	positive regulation of ATF6-mediated unfolded protein response	BP	1	0	1	1	0
GO:0140048	manganese ion export across plasma membrane	BP	1	0	1	1	0
GO:0070408	carbamoyl phosphate metabolic process	BP	1	0	1	1	0
GO:0070409	carbamoyl phosphate biosynthetic process	BP	1	0	1	1	0
GO:0140277	endoplasmic reticulum N-glycan trimming	BP	1	0	1	1	0
GO:0060629	regulation of homologous chromosome segregation	BP	1	0	1	1	0
GO:0044858	plasma membrane raft polarization	BP	1	0	1	1	0
GO:1903906	regulation of plasma membrane raft polarization	BP	1	0	1	1	0
GO:1902277	negative regulation of pancreatic amylase secretion	BP	1	0	1	1	0
GO:1904542	regulation of free ubiquitin chain polymerization	BP	1	0	1	1	0
GO:1904544	positive regulation of free ubiquitin chain polymerization	BP	1	0	1	1	0
GO:0015783	GDP-fucose transmembrane transport	BP	1	0	1	1	0
GO:0036085	GDP-fucose import into Golgi lumen	BP	1	0	1	1	0
GO:0090480	purine nucleotide-sugar transmembrane transport	BP	2	0	1	1	0
GO:0071660	positive regulation of IP-10 production	BP	1	0	1	1	0
GO:0048698	negative regulation of collateral sprouting in absence of injury	BP	1	0	1	1	0
GO:0060280	negative regulation of ovulation	BP	1	0	1	1	0
GO:1901367	response to L-cysteine	BP	1	0	1	1	0
GO:1900243	negative regulation of synaptic vesicle endocytosis	BP	1	0	1	1	0
GO:1905154	negative regulation of membrane invagination	BP	1	0	1	1	0
GO:1905444	negative regulation of clathrin coat assembly	BP	1	0	1	1	0
GO:0038035	ligand-independent adenylate cyclase-activating G protein-coupled receptor signaling pathway	BP	2	0	1	1	0
GO:0099606	microtubule plus-end directed mitotic chromosome migration	BP	1	0	1	1	0
GO:0099607	lateral attachment of mitotic spindle microtubules to kinetochore	BP	1	0	1	1	0
GO:0034345	negative regulation of type III interferon production	BP	1	0	1	1	0
GO:0001549	cumulus cell differentiation	BP	1	0	1	1	0
GO:0021605	cranial nerve maturation	BP	3	0	1	1	0
GO:0021647	vestibulocochlear nerve maturation	BP	1	0	1	1	0
GO:0035483	gastric emptying	BP	1	0	1	1	0
GO:0060014	granulosa cell differentiation	BP	1	0	1	1	0
GO:0061939	c-di-GMP signaling	BP	1	0	1	1	0
GO:1990549	mitochondrial NAD transmembrane transport	BP	1	0	1	1	0
GO:1903569	positive regulation of protein localization to ciliary membrane	BP	1	0	1	1	0
GO:0043007	maintenance of rDNA	BP	1	0	1	1	0
GO:2000730	regulation of termination of RNA polymerase I transcription	BP	1	0	1	1	0
GO:0140865	interleukin-22-mediated signaling pathway	BP	1	0	1	1	0
GO:0010816	calcitonin catabolic process	BP	1	0	1	1	0
GO:0034959	endothelin maturation	BP	1	0	1	1	0
GO:1903815	negative regulation of collecting lymphatic vessel constriction	BP	1	0	1	1	0
GO:0071765	nuclear inner membrane organization	BP	1	0	1	1	0
GO:0030860	regulation of polarized epithelial cell differentiation	BP	1	0	1	1	0
GO:0061314	Notch signaling involved in heart development	BP	1	0	1	1	0
GO:1903012	positive regulation of bone development	BP	1	0	1	1	0
GO:0099162	regulation of neurotransmitter loading into synaptic vesicle	BP	1	0	1	1	0
GO:0043041	amino acid activation for nonribosomal peptide biosynthetic process	BP	1	0	1	1	0
GO:0044601	protein denucleotidylation	BP	1	0	1	1	0
GO:0044602	protein deadenylylation	BP	1	0	1	1	0
GO:0006565	L-serine catabolic process	BP	2	0	1	1	0
GO:0160234	integrator complex assembly	BP	1	0	1	1	0
GO:0035981	tongue muscle cell differentiation	BP	1	0	1	1	0
GO:1902811	positive regulation of skeletal muscle fiber differentiation	BP	2	0	1	1	0
GO:2001035	regulation of tongue muscle cell differentiation	BP	1	0	1	1	0
GO:2001037	positive regulation of tongue muscle cell differentiation	BP	1	0	1	1	0
GO:1900249	positive regulation of cytoplasmic translational elongation	BP	1	0	1	1	0
GO:0051936	gamma-aminobutyric acid reuptake	BP	1	0	1	1	0
GO:0160078	negative regulation of lipid droplet fusion	BP	1	0	1	1	0
GO:0000023	maltose metabolic process	BP	1	0	1	1	0
GO:0000025	maltose catabolic process	BP	1	0	1	1	0
GO:1901027	dextrin catabolic process	BP	1	0	1	1	0
GO:0106040	regulation of GABA-A receptor activity	BP	1	0	1	1	0
GO:0002879	positive regulation of acute inflammatory response to non-antigenic stimulus	BP	2	0	1	1	0
GO:1902349	response to chloroquine	BP	1	0	1	1	0
GO:0070889	platelet alpha granule organization	BP	2	0	1	1	0
GO:0072137	condensed mesenchymal cell proliferation	BP	2	0	1	1	0
GO:0048086	negative regulation of developmental pigmentation	BP	1	0	1	1	0
GO:0003242	cardiac chamber ballooning	BP	1	0	1	1	0
GO:0018190	protein octanoylation	BP	1	0	1	1	0
GO:0018191	peptidyl-serine octanoylation	BP	1	0	1	1	0
GO:0051366	protein decanoylation	BP	1	0	1	1	0
GO:0044357	regulation of rRNA stability	BP	1	0	1	1	0
GO:1902374	regulation of rRNA catabolic process	BP	1	0	1	1	0
GO:0006867	asparagine transport	BP	2	0	1	1	0
GO:0140018	regulation of cytoplasmic translational fidelity	BP	1	0	1	1	0
GO:0031270	pseudopodium retraction	BP	1	0	1	1	0
GO:0061880	regulation of anterograde axonal transport of mitochondrion	BP	1	0	1	1	0
GO:0061881	positive regulation of anterograde axonal transport of mitochondrion	BP	1	0	1	1	0
GO:0015735	uronic acid transmembrane transport	BP	1	0	1	1	0
GO:0015736	hexuronate transmembrane transport	BP	1	0	1	1	0
GO:0015738	glucuronate transmembrane transport	BP	1	0	1	1	0
GO:0015739	sialic acid transport	BP	1	0	1	1	0
GO:0042874	D-glucuronate transmembrane transport	BP	1	0	1	1	0
GO:0090248	cell migration involved in somitogenic axis elongation	BP	1	0	1	1	0
GO:0090249	regulation of cell migration involved in somitogenic axis elongation	BP	1	0	1	1	0
GO:0098629	trans-Golgi network membrane organization	BP	2	0	1	1	0
GO:2000198	negative regulation of ribonucleoprotein complex localization	BP	1	0	1	1	0
GO:2000201	negative regulation of ribosomal subunit export from nucleus	BP	1	0	1	1	0
GO:2000203	regulation of ribosomal large subunit export from nucleus	BP	1	0	1	1	0
GO:2000204	negative regulation of ribosomal large subunit export from nucleus	BP	1	0	1	1	0
GO:1901546	regulation of synaptic vesicle lumen acidification	BP	1	0	1	1	0
GO:0015741	fumarate transport	BP	1	0	1	1	0
GO:0034128	negative regulation of MyD88-independent toll-like receptor signaling pathway	BP	1	0	1	1	0
GO:0036345	platelet maturation	BP	1	0	1	1	0
GO:0070073	clustering of voltage-gated calcium channels	BP	1	0	1	1	0
GO:0021630	olfactory nerve maturation	BP	2	0	1	1	0
GO:0042489	negative regulation of odontogenesis of dentin-containing tooth	BP	1	0	1	1	0
GO:0090625	siRNA-mediated gene silencing by mRNA destabilization	BP	1	0	1	1	0
GO:0140766	siRNA-mediated post-transcriptional gene silencing	BP	1	0	1	1	0
GO:0160194	stereocilium bundle organization	BP	1	0	1	1	0
GO:0097026	dendritic cell dendrite assembly	BP	1	0	1	1	0
GO:0072061	inner medullary collecting duct development	BP	1	0	1	1	0
GO:0120275	cerebral blood circulation	BP	1	0	1	1	0
GO:0120276	regulation of cerebral blood circulation	BP	1	0	1	1	0
GO:0120277	positive regulation of cerebral blood circulation	BP	1	0	1	1	0
GO:0007146	meiotic recombination nodule assembly	BP	1	0	1	1	0
GO:0042140	late meiotic recombination nodule assembly	BP	1	0	1	1	0
GO:0060831	smoothened signaling pathway involved in dorsal/ventral neural tube patterning	BP	1	0	1	1	0
GO:1901620	regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	BP	1	0	1	1	0
GO:1901621	negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	BP	1	0	1	1	0
GO:0034102	erythrocyte clearance	BP	1	0	1	1	0
GO:0034106	regulation of erythrocyte clearance	BP	1	0	1	1	0
GO:0034107	negative regulation of erythrocyte clearance	BP	1	0	1	1	0
GO:0141065	maternal mRNA clearance	BP	1	0	1	1	0
GO:0160021	maternal-to-zygotic transition of gene expression	BP	1	0	1	1	0
GO:0035853	chromosome passenger complex localization to spindle midzone	BP	1	0	1	1	0
GO:0021644	vagus nerve morphogenesis	BP	1	0	1	1	0
GO:0021793	chemorepulsion of branchiomotor axon	BP	1	0	1	1	0
GO:0050893	sensory processing	BP	1	0	1	1	0
GO:0050894	determination of affect	BP	1	0	1	1	0
GO:0001581	detection of chemical stimulus involved in sensory perception of sour taste	BP	1	0	1	1	0
GO:0018103	protein C-linked glycosylation	BP	1	0	1	1	0
GO:0106278	regulation of UDP-N-acetylglucosamine biosynthetic process	BP	1	0	1	1	0
GO:0106279	negative regulation of UDP-N-acetylglucosamine biosynthetic process	BP	1	0	1	1	0
GO:0032973	amino acid export across plasma membrane	BP	1	0	1	1	0
GO:1900925	positive regulation of glycine import across plasma membrane	BP	1	0	1	1	0
GO:0140231	anterograde axonal transport of neurotransmitter receptor complex	BP	1	0	1	1	0
GO:0002225	positive regulation of antimicrobial peptide production	BP	1	0	1	1	0
GO:0002803	positive regulation of antibacterial peptide production	BP	1	0	1	1	0
GO:0002807	positive regulation of antimicrobial peptide biosynthetic process	BP	1	0	1	1	0
GO:0002815	biosynthetic process of antibacterial peptides active against Gram-positive bacteria	BP	1	0	1	1	0
GO:0002816	regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria	BP	1	0	1	1	0
GO:0006963	positive regulation of antibacterial peptide biosynthetic process	BP	1	0	1	1	0
GO:0006965	positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria	BP	1	0	1	1	0
GO:0032498	detection of muramyl dipeptide	BP	1	0	1	1	0
GO:0090410	malonate catabolic process	BP	1	0	1	1	0
GO:0060378	regulation of brood size	BP	1	0	1	1	0
GO:0046630	gamma-delta T cell proliferation	BP	1	0	1	1	0
GO:1903452	positive regulation of G1 to G0 transition	BP	1	0	1	1	0
GO:2000174	regulation of pro-T cell differentiation	BP	1	0	1	1	0
GO:2000176	positive regulation of pro-T cell differentiation	BP	1	0	1	1	0
GO:0072579	glycine receptor clustering	BP	1	0	1	1	0
GO:1904649	regulation of fat cell apoptotic process	BP	1	0	1	1	0
GO:0060386	synapse assembly involved in innervation	BP	1	0	1	1	0
GO:0006797	polyphosphate metabolic process	BP	1	0	1	1	0
GO:0006798	polyphosphate catabolic process	BP	1	0	1	1	0
GO:1901383	negative regulation of chorionic trophoblast cell proliferation	BP	1	0	1	1	0
GO:0035445	borate transmembrane transport	BP	1	0	1	1	0
GO:0046713	borate transport	BP	1	0	1	1	0
GO:0033477	S-methylmethionine metabolic process	BP	1	0	1	1	0
GO:0033528	S-methylmethionine cycle	BP	1	0	1	1	0
GO:0000732	DNA strand displacement	BP	1	0	1	1	0
GO:0042728	flavin-containing compound catabolic process	BP	1	0	1	1	0
GO:0072387	flavin adenine dinucleotide metabolic process	BP	2	0	1	1	0
GO:0072389	flavin adenine dinucleotide catabolic process	BP	1	0	1	1	0
GO:0021503	neural fold bending	BP	1	0	1	1	0
GO:0036213	contractile ring contraction	BP	1	0	1	1	0
GO:0055113	epiboly involved in gastrulation with mouth forming second	BP	1	0	1	1	0
GO:0035675	neuromast hair cell development	BP	1	0	1	1	0
GO:0035677	posterior lateral line neuromast hair cell development	BP	1	0	1	1	0
GO:0048881	mechanosensory lateral line system development	BP	1	0	1	1	0
GO:0048882	lateral line development	BP	1	0	1	1	0
GO:0048884	neuromast development	BP	1	0	1	1	0
GO:0048886	neuromast hair cell differentiation	BP	1	0	1	1	0
GO:0048915	posterior lateral line system development	BP	1	0	1	1	0
GO:0048916	posterior lateral line development	BP	1	0	1	1	0
GO:0048919	posterior lateral line neuromast development	BP	1	0	1	1	0
GO:0048923	posterior lateral line neuromast hair cell differentiation	BP	1	0	1	1	0
GO:0061910	autophagosome-endosome fusion	BP	1	0	1	1	0
GO:0071244	cellular response to carbon dioxide	BP	2	0	1	1	0
GO:0060097	cytoskeletal rearrangement involved in phagocytosis, engulfment	BP	1	0	1	1	0
GO:0071240	cellular response to food	BP	1	0	1	1	0
GO:0010938	cytoplasmic microtubule depolymerization	BP	1	0	1	1	0
GO:0060404	axonemal microtubule depolymerization	BP	1	0	1	1	0
GO:0070462	plus-end specific microtubule depolymerization	BP	1	0	1	1	0
GO:0140176	positive regulation of pyruvate decarboxylation to acetyl-CoA	BP	2	0	1	1	0
GO:0050992	dimethylallyl diphosphate biosynthetic process	BP	1	0	1	1	0
GO:0050993	dimethylallyl diphosphate metabolic process	BP	1	0	1	1	0
GO:1900115	extracellular regulation of signal transduction	BP	1	0	1	1	0
GO:1900116	extracellular negative regulation of signal transduction	BP	1	0	1	1	0
GO:0007371	ventral midline determination	BP	1	0	1	1	0
GO:0072285	mesenchymal to epithelial transition involved in metanephric renal vesicle formation	BP	1	0	1	1	0
GO:1902153	regulation of response to DNA damage checkpoint signaling	BP	1	0	1	1	0
GO:0006747	FAD biosynthetic process	BP	1	0	1	1	0
GO:0046443	FAD metabolic process	BP	1	0	1	1	0
GO:0072388	flavin adenine dinucleotide biosynthetic process	BP	1	0	1	1	0
GO:0002395	immune response in nasopharyngeal-associated lymphoid tissue	BP	1	0	1	1	0
GO:0031549	negative regulation of brain-derived neurotrophic factor receptor signaling pathway	BP	1	0	1	1	0
GO:0042441	eye pigment metabolic process	BP	1	0	1	1	0
GO:0043324	pigment metabolic process involved in developmental pigmentation	BP	1	0	1	1	0
GO:0046154	rhodopsin metabolic process	BP	1	0	1	1	0
GO:0062089	regulation of taurine biosynthetic process	BP	1	0	1	1	0
GO:1904735	regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase	BP	1	0	1	1	0
GO:1904736	negative regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase	BP	1	0	1	1	0
GO:0035563	positive regulation of chromatin binding	BP	1	0	1	1	0
GO:0097410	hippocampal interneuron differentiation	BP	1	0	1	1	0
GO:0000388	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)	BP	1	0	1	1	0
GO:1904775	positive regulation of ubiquinone biosynthetic process	BP	1	0	1	1	0
GO:0003226	right ventricular compact myocardium morphogenesis	BP	1	0	1	1	0
GO:0003311	pancreatic D cell differentiation	BP	1	0	1	1	0
GO:0090104	pancreatic epsilon cell differentiation	BP	1	0	1	1	0
GO:7770025	intestinal type D enteroendocrine cell differentiation	BP	1	0	1	1	0
GO:0035212	cell competition in a multicellular organism	BP	1	0	1	1	0
GO:0036148	phosphatidylglycerol acyl-chain remodeling	BP	1	0	1	1	0
GO:0001743	lens placode formation	BP	1	0	1	1	0
GO:0046619	lens placode formation involved in camera-type eye formation	BP	1	0	1	1	0
GO:0034203	glycolipid translocation	BP	1	0	1	1	0
GO:0036268	swimming	BP	1	0	1	1	0
GO:0061921	peptidyl-lysine propionylation	BP	1	0	1	1	0
GO:0140067	peptidyl-lysine butyrylation	BP	1	0	1	1	0
GO:1905899	regulation of smooth muscle tissue development	BP	1	0	1	1	0
GO:0015887	pantothenate transmembrane transport	BP	1	0	1	1	0
GO:1901335	lactone catabolic process	BP	1	0	1	1	0
GO:0035945	mitochondrial ncRNA surveillance	BP	1	0	1	1	0
GO:0035946	mitochondrial mRNA surveillance	BP	1	0	1	1	0
GO:1990570	GDP-mannose transmembrane transport	BP	1	0	1	1	0
GO:0006426	glycyl-tRNA aminoacylation	BP	1	0	1	1	0
GO:0070150	mitochondrial glycyl-tRNA aminoacylation	BP	1	0	1	1	0
GO:0002044	blood vessel endothelial cell migration involved in intussusceptive angiogenesis	BP	1	0	1	1	0
